Book Name,Author,Cover Image Path,Genre,Abstract
The Dark Is Rising/Fantasy,"
Susan Cooper",images/Fantasy_The Dark Is RisingFantasy.jpg,Fantasy,"On his eleventh birthday Will Stanton discovers that he is the last of the Old Ones, destined to seek the six magical Signs that will enable the Old Ones to triumph over the evil forces of the Dark."
"The Mysteries of Udolpho (Essential Gothic, SF & Dark Fantasy)","
Ann Radcliffe",images/Fantasy_The Mysteries of Udolpho (Essential Gothic.jpg,Fantasy,"The Mysteries of Udolpho (1794) is the archetypal Gothic novel. A young woman, Emily St. Aubert, suffers the death of her father, followed by worsening physical and psychological death, mirrored in a landscape of crumbling castles and emotive Alps."
The Well at the World's End (Wildside Fantasy),"
William Morris",images/Fantasy_The Well at the World's End (Wildside Fant.jpg,Fantasy,"Long ago there was a little land, over which ruled a regulus or kinglet, who was called King Peter, though his kingdom was but little. He had four sons whose names were Blaise, Hugh, Gregory and Ralph: of these Ralph was the youngest, whereas he was but of twenty winters and one; and Blaise was the oldest and had seen thirty winters."
"Over Sea, Under Stone/Fantasy","
Susan Cooper","images/Fantasy_Over Sea, Under StoneFantasy.jpg",Fantasy,"On holiday in Cornwall, the three Drew children discover an ancient map in the attic of the house that they are staying in. They know immediately that it is special. It is even more than that -- the key to finding a grail, a source of power to fight the forces of evil known as the Dark. And in searching for it themselves, the Drews put their very lives in peril.This is the first volume of Susan Cooper's brilliant and absorbing fantasy sequence known as The Dark Is Rising."
The ghost: a modern fantasy,"
Arnold Bennett",images/Fantasy_The ghost: a modern fantasy.jpg,Fantasy,"""In pursuit of Rosetta Rose, a beautiful singer, Carl Foster survives a series of disasters: a train crash, a shipwreck and even attempted murder.  On each occasion he sees a sinister figure, who proves to be the ghost of Lord Clarenceux, once in love with Rosa and now deeply jealous of his rival.  It takes the intervention of the girl herself to enable Carl's love to succeed.""  - - Description by Peter Haining, in ""A Century of Ghost Novels 1900 - 200"" (Appendix to his book, The Mammoth Book of Modern Ghost Stories)"
Silverwing/Fantasy,"
Kenneth Oppel",images/Fantasy_SilverwingFantasy.jpg,Fantasy,"When a newborn bat named Shade but sometimes called ""Runt"" becomes separated from his colony during migration, he grows in ways that prepare him for even greater journeys."
Jurgen: A Comedy Of Justice (Dawn of Fantasy),"
James Branch Cabell",images/Fantasy_Jurgen: A Comedy Of Justice (Dawn of Fanta.jpg,Fantasy,"""Jurgen: A Comedy of Justice,"" an entry in the Poictesme series, is an epic fantasy voyage as well as an erotic fable. Cabell himself wrote: ""This fable is, as the world itself, a book wherein each man will find what his nature enables him to see; which gives us back each his own image; and which teaches us each the lesson that each of us desires to learn."" Jurgen was banned for decades because of its explicit content. It was, and remains, a groundbreaking early fantasy novel and a worthy addition to the Wildside Fantasy Classics line."
Pyramiden. Ein Roman von der bizarren Scheibenwelt. Fantasy.,"
Terry Pratchett",images/Fantasy_Pyramiden. Ein Roman von der bizarren Sche.jpg,Fantasy,"It's bad enough being new on the job, but Teppic hasn't a clue as to what a pharaoh is supposed to do. After all, he's been trained at Ankh-Morpork's famed assassins' school, across the sea from the Kingdom of the Sun.First, there's the monumental task of building a suitable resting place for Dad -- a pyramid to end all pyramids. Then there are the myriad administrative duties, such as dealing with mad priests, sacred crocodiles, and marching mummies. And to top it all off, the adolescent pharaoh discovers deceit, betrayal -- not to mention aheadstrong handmaiden -- at the heart of his realm."
"Wizard's First Rule (Sword of Truth, Book 1)","
Terry Goodkind","images/Fantasy_Wizard's First Rule (Sword of Truth, Book .jpg",Fantasy,"The protective barrier that separates Westland from its neighbors to the east is about to fall, letting loose a monstrous evil upon the world. Only the combined efforts of a young man dedicated to finding the truth, an enigmatic woman intent on concealing her past, and a crusty old hermit resigned to his inevitable destiny can prevent the opening of the three boxes of Orden-an event with the potential to destroy existence itself. The inclusion of graphic scenes of sado-eroticism, though integral to the story, may deter purchase by some libraries. Nevertheless, this first novel offers an intriguing variant on the standard fantasy quest. The richly detailed world and complex characters will appeal to mature fantasy aficionados."
Mrs. Frisby and the Rats of Nimh - Newbery Promo '99 (Aladdin Fantasy),"
Robert C. O'Brien

 and 
Zena Bernstein",images/Fantasy_Mrs. Frisby and the Rats of Nimh - Newbery.jpg,Fantasy,"Mrs. Frisby, a widowed mouse with four small children, is faced with a terrible problem. She must move her family to their summer quarters immediately, or face almost certain death. But her youngest son, Timothy, lies ill with pneumonia and must not be moved. Fortunately, she encounters the rats of NIMH, an extraordinary breed of highly intelligent creatures, who come up with a brilliant solution to her dilemma. And Mrs. Frisby in turn renders them a great service."
"King of Shadows
            
                Aladdin Fantasy","
Susan Cooper","images/Fantasy_King of Shadows
            
           .jpg",Fantasy,"While in London as part of an all-boy acting company preparing to perform in a replica of the famous Globe Theatre, Nat Field suddenly finds himself transported back to 1599 and performing in the original theater under the tutelage of Shakespeare himself."
Men in Love: men's sexual fantasies,"
Nancy Friday",images/Fantasy_Men in Love: men's sexual fantasies.jpg,Fantasy,"This is a book about men who love women. But it is not a collection of love stories. It is a study of the secret, erotic fantasies that men have always kept hidden, a taboo-shattering investigation that reveals the deepest, most conflicting feelings that men have about women, men and their own sexuality.

Men in Love goes beyond the socio-sexual cliché of woman seen as either madonna or whore to reveal the conflict of love and rage at the centre of men's emotions and erotic desires. Based on thousands of candid responses from men ranging from their teens to their sixties, Men in Love - startling and shocking - will change men's deepest feelings about their sexuality and make the women who care about them understand them as never before."
"The Great Hunt (The Wheel of Time, Book 2)","
Robert Jordan","images/Fantasy_The Great Hunt (The Wheel of Time, Book 2).jpg",Fantasy,"Now in development for TV!

Since its debut in 1990, The Wheel of Time® by Robert Jordan has captivated millions of readers around the globe with its scope, originality, and compelling characters.

The Wheel of Time turns and Ages come and go, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. In the Third Age, an Age of Prophecy, the World and Time themselves hang in the balance. What was, what will be, and what is, may yet fall under the Shadow.

For centuries, gleemen have told the tales of The Great Hunt of the Horn. So many tales about each of th Hunters, and so many Hunters to tell of...Now the Horn itself is found: the Horn of Valere long thought only legend, the Horn which will raise the dead heroes of the ages. And it is stolen.

TV series update: ""Sony will produce along with Red Eagle Entertainment and Radar Pictures. Rafe Judkins is attached to write and executive produce. Judkins previously worked on shows such as ABC’s “Agents of SHIELD,” the Netflix series “Hemlock Grove,” and the NBC series “Chuck.” Red Eagle partners Rick Selvage and Larry Mondragon will executive produce along with Radar’s Ted Field and Mike Weber. Darren Lemke will also executive produce, with Jordan’s widow Harriet McDougal serving as consulting producer."" —Variety

The Wheel of Time®New Spring: The Novel

By Robert Jordan and Brandon Sanderson"
Foundation and earth,"
Isaac Asimov",images/Fantasy_Foundation and earth.jpg,Fantasy,"Golan Trevize, Janov Pelorat, Bliss go looking for earth."
The Kingdom of Fantasy,"
Elisabetta Dami

, 
David Nel·lo

, 
Larry Keys

, 
Titi Plumederat

, and 
Koldo Biguri",images/Fantasy_The Kingdom of Fantasy.jpg,Fantasy,"""The Kingdom of Fantasy"" is a children's novel written by Italian author Geronimo Stilton. The book follows the adventures of Geronimo, a mouse journalist who is magically transported to a fantasy world called the Kingdom of Fantasy.

In the story, Geronimo receives a mysterious invitation to visit the Kingdom of Fantasy from a queen who is in danger. He sets off on a quest to save her, encountering various magical creatures along the way, including fairies, trolls, and dragons. Throughout his journey, Geronimo must overcome challenges and use his intelligence and bravery to complete his mission.

The book is filled with vivid descriptions of the Kingdom of Fantasy, including its landscapes, creatures, and culture. It also teaches valuable lessons about friendship, courage, and perseverance, making it an engaging and educational read for children."
The Forever War (The Forever War Series Book 1),"
Joe Haldeman",images/Fantasy_The Forever War (The Forever War Series Bo.jpg,Fantasy,"""The legendary novel of extraterrestrial war in an uncaring universe comes to comics, in a stunningly realized vision of Joe Haldeman's Vietnam War parable epic war story spanning relativistic space and time, The Forever War explores one soldier's experience as he is caught up in the brutal machinery of a war against an unknown and unknowable alien foe that reaches across the stars"" --

The monumental Hugo and Nebula award winning SF classic-- Featuring a new introduction by John Scalzi

The Earth's leaders have drawn a line in the interstellar sand--despite the fact that the fierce alien enemy they would oppose is inscrutable, unconquerable, and very far away. A reluctant conscript drafted into an elite Military unit, Private William Mandella has been propelled through space and time to fight in the distant thousand-year conflict; to perform his duties and do whatever it takes to survive the ordeal and return home. But ""home"" may be even more terrifying than battle, because, thanks to the time dilation caused by space travel, Mandella is aging months while the Earth he left behind is aging centuries..."
